Brand,Type,Name,Selling_Price,Original_Price,Display,Rating,Strap_Material,avg_battery_life
FOSSIL ,Smartwatch,Sport 43,9995,17995,AMOLED Display,4,Silicone,2
FOSSIL ,Smartwatch,Sport 41,17995,17995,AMOLED Display,4,Silicone,2
FOSSIL ,Smartwatch,Gen 3 Q Explorist,21995,21995,AMOLED Display,4.4,Stainless Steel,2
FOSSIL ,Smartwatch,Marshall,18995,18995,AMOLED Display,4,Stainless Steel,1
FOSSIL ,Smartwatch,Q Jacqueline,13495,13495,AMOLED Display,4.4,Silicone,1
FOSSIL ,Smartwatch,Garrett,8995,11995,AMOLED Display,3.7,Leather,1
FOSSIL ,Smartwatch,Machine Hybrid,11995,11995,AMOLED Display,4.6,Stainless Steel,12
FOSSIL ,Smartwatch,Sloan HR,24495,24495,AMOLED Display,4.1,Silicone,14
FOSSIL ,Smartwatch,Sloan HR,21995,21995,AMOLED Display,4.1,Silicone,14
FOSSIL ,Smartwatch,Garrett Hybrid,10496,14995,AMOLED Display,3.7,Stainless Steel,12
FOSSIL ,Smartwatch,4th Gen Venture HR,13195,21995,AMOLED Display,3.9,Stainless Steel,14
FOSSIL ,Smartwatch,Gen 3 Q Explorist,3999,19995,AMOLED Display,4.2,Stainless Steel,2
FOSSIL ,Smartwatch,Charter Hybrid HR,12396,14995,AMOLED Display,3.9,Leather,12
FOSSIL ,Smartwatch,Q Wander,11997,19995,AMOLED Display,4.1,Stainless Steel,1
FOSSIL ,Smartwatch,Neely,8995,13495,AMOLED Display,4.7,Leather,1
FOSSIL ,Smartwatch,Rose Gold Smart,21995,21995,AMOLED Display,4.6,Stainless Steel,3
FOSSIL ,Smartwatch,Q Founder 2.0,11397,18995,AMOLED Display,4.1,Stainless Steel,1
FOSSIL ,Smartwatch,FTW1159 Hybrid,8995,12995,AMOLED Display,5,Stainless Steel,2
FOSSIL ,Smartwatch,Q Wander,3799,18995,AMOLED Display,4,Stainless Steel,1
FOSSIL ,Smartwatch,FTW4010 Gold HR,15995,15995,AMOLED Display,4.8,Stainless Steel,6
FOSSIL ,Smartwatch,FTW6009 Black HR,13995,13995,AMOLED Display,4.1,Leather,14
FOSSIL ,Smartwatch,Eleanor Hybrid,6995,11995,AMOLED Display,4.6,Stainless Steel,12
FOSSIL ,Smartwatch,FTW1146 Q Hybrid,11995,11995,AMOLED Display,4.6,Leather,2
FOSSIL ,Smartwatch,Jacqueline Hybrid,6995,11995,AMOLED Display,4.6,Leather,12
FOSSIL ,Smartwatch,FTW20013 Q,21495,21495,AMOLED Display,4.6,Leather,2
FOSSIL ,Smartwatch,FTW5016 Hybrid,6995,14495,AMOLED Display,4.6,Stainless Steel,2
FOSSIL ,Smartwatch,FTW5017 Hybrid,14495,14495,AMOLED Display,4.6,Stainless Steel,2
FOSSIL ,Smartwatch,FTW1141 Q Hybrid,6995,11995,AMOLED Display,4.6,Stainless Steel,2
FOSSIL ,Smartwatch,Sport,17995,17995,AMOLED Display,4.6,Silicone,2
FOSSIL ,Smartwatch,FTW5003 Hybrid,12995,12995,AMOLED Display,4.6,Stainless Steel,2
FOSSIL ,Smartwatch,Jacqueline Hybrid,13495,13495,AMOLED Display,4.6,Leather,12
FOSSIL ,Smartwatch,Commuter Hybrid,8995,11995,AMOLED Display,4.6,Leather,12
FOSSIL ,Smartwatch,Q MACHINE,6995,6995,AMOLED Display,4.6,Stainless Steel,1
FOSSIL ,Smartwatch,FB-01 Hybrid,8995,13495,AMOLED Display,3.9,Silicone,14
FOSSIL ,Smartwatch,Q Jacqueline,8995,13495,AMOLED Display,4.4,Silicone,1
FOSSIL ,Smartwatch,Q GRANT,6995,6995,AMOLED Display,4.6,Stainless Steel,7
FOSSIL ,Smartwatch,FTW2114 Q,18995,18995,AMOLED Display,4.6,Stainless Steel,2
FOSSIL ,Smartwatch,FTW1140 Q Hybrid,6995,13995,AMOLED Display,3.8,Stainless Steel,2
FOSSIL ,Smartwatch,Garrett HR,14995,22995,AMOLED Display,4.1,Leather,14
FOSSIL ,Smartwatch,FTW1134 Q Hybrid,11995,11995,AMOLED Display,4.6,Stainless Steel,2
FOSSIL ,Smartwatch,Carlie Hybrid,6995,11995,AMOLED Display,4.6,Stainless Steel,12
FOSSIL ,Smartwatch,Q Control,15995,15995,AMOLED Display,4.3,Silicone,1
FOSSIL ,Smartwatch,Q Control,15995,15995,AMOLED Display,4.3,Silicone,1
FOSSIL ,Smartwatch,FTW1144 Q Hybrid,8995,13995,AMOLED Display,4.6,Leather,2
FOSSIL ,Smartwatch,Rose Gold HR,21995,21995,AMOLED Display,2.8,Stainless Steel,3
FOSSIL ,Smartwatch,5th Gen Julianna,15995,22995,AMOLED Display,4.6,Stainless Steel,1
FOSSIL ,Smartwatch,Q Venture,4399,21995,AMOLED Display,3.8,Leather,1
FOSSIL ,Smartwatch,Q Machine,10796,13495,AMOLED Display,4.6,Stainless Steel,1
FOSSIL ,Smartwatch,FTW1145 Q Hybrid,6995,13995,AMOLED Display,4.6,Leather,2
FOSSIL ,Smartwatch,FTW5011 Hybrid,8995,14495,AMOLED Display,4.8,Leather,2
FOSSIL ,Smartwatch,FTW2120SET Q,23995,23995,AMOLED Display,4.6,Leather,2
FOSSIL ,Smartwatch,FTW1136 Q Hybrid,11995,11995,AMOLED Display,4.6,Leather,2
FOSSIL ,Smartwatch,Q Venture,15995,15995,AMOLED Display,4.6,Leather,1
FOSSIL ,Smartwatch,FTW2115 Q Watch,18995,18995,AMOLED Display,4.6,Stainless Steel,2
FOSSIL ,Smartwatch,FTW6010 Pink HR,15995,15995,AMOLED Display,4.4,Stainless Steel,14
FOSSIL ,Smartwatch,Q ACTIVIST,6995,6995,AMOLED Display,3,leather,1
FOSSIL ,Smartwatch,Carlie Hybrid,8995,13495,AMOLED Display,4.6,Stainless Steel,12
FOSSIL ,Smartwatch,FTW1154 Hybrid,8995,12995,AMOLED Display,4.3,Stainless Steel,2
FOSSIL ,Smartwatch,FTW5015 Hybrid,6995,14495,AMOLED Display,3,Stainless Steel,2
FOSSIL ,Smartwatch,Sport,17995,17995,AMOLED Display,4.6,Silicone,2
FOSSIL ,Smartwatch,Sloan HR,21995,21995,AMOLED Display,4.1,Silicone,14
FOSSIL ,Smartwatch,Q GRANT,6995,6995,AMOLED Display,4.6,Stainless Steel,7
FOSSIL ,Smartwatch,Sport 41,9995,17995,AMOLED Display,4,Silicone,2
FOSSIL ,Smartwatch,FTW6006 Gold HR,21995,21995,AMOLED Display,3.7,Stainless Steel,6
APPLE,Smartwatch,Series 3 GPS - 42 mm Space Grey Aluminium Case,18900,23900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,SE 44 mm Space Grey Aluminium Case,30400,32900,OLED Retina Display,4.7,Aluminium,1
APPLE,Smartwatch,Series 3 GPS - 38 mm Space Grey Aluminium Case,16900,20900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 44 mm Aluminium Case,36900,36900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 40 mm Space Grey Aluminium Case,31400,33900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,SE 40 mm Space Grey Aluminium Case,27400,29900,OLED Retina Display,4.7,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Red Aluminium Case,45690,49900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,SE 44 mm Gold Aluminium Case,30400,32900,OLED Retina Display,4.7,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 40 mm Gold Aluminium Case,31400,33900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 40 mm Aluminium Case,33900,33900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,Series 6 GPS 40 mm Silver Aluminium Case,37490,40900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Blue Aluminium Case,45690,49900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Graphite Stainless Steel Case,67900,73900,OLED Retina Display,4.5,Stainless Steel,1
APPLE,Smartwatch,Series 6 GPS 44 mm Red Aluminium Case,40190,43900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,SE GPS 44 mm Aluminium Case,32900,32900,OLED Retina Display,4.7,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Space Grey Aluminium Case,45690,49900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Space Grey Aluminium Case,69900,69900,OLED Retina Display,4.2,Aluminium,1
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Space Black Stainless Steel Case,69900,69900,OLED Retina Display,4.6,Stainless Steel,1
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Stainless Steel Case,73900,73900,OLED Retina Display,4.2,Stainless Steel,1
APPLE,Smartwatch,Series 6 GPS 44 mm Blue Aluminium Case,43900,43900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Silver Aluminium Case,48490,52900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Aluminium Case,45690,49900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Stainless Steel Case,69900,69900,OLED Retina Display,4.5,Stainless Steel,1
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Stainless Steel Case,65900,65900,OLED Retina Display,3.4,Stainless Steel,1
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Aluminium Case,52900,52900,OLED Retina Display,4.7,Aluminium,1
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Space Grey Aluminium Case,52900,52900,OLED Retina Display,4.7,Aluminium,1
APPLE,Smartwatch,Series 2 - 38 mm Stainless Steel Case,56900,56900,OLED Retina Display,4.6,Stainless Steel,1
APPLE,Smartwatch,Series 2 - 42 mm Stainless Steel Case,50400,50400,OLED Retina Display,4.7,Stainless Steel,1
APPLE,Smartwatch,Series 2 - 42 mm Space Black Stainless Steel Case,50400,50400,OLED Retina Display,4.7,Stainless Steel,1
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Red Aluminium Case,45690,49900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Space Grey Aluminium Case,39990,49900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Silver Aluminium Case,45690,49900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Stainless Steel Case,67900,73900,OLED Retina Display,4.5,Stainless Steel,1
APPLE,Smartwatch,SE GPS 40 mm Aluminium Case,29900,29900,OLED Retina Display,4.7,Aluminium,1
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Stainless Steel Case,73900,73900,OLED Retina Display,4.2,Stainless Steel,1
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Stainless Steel Case,69900,69900,OLED Retina Display,4.2,Stainless Steel,1
APPLE,Smartwatch,Series 5 GPS 40 mm Silver Aluminium Case,40900,40900,OLED Retina Display,4.7,Aluminium,1
APPLE,Smartwatch,Series 6 GPS 44 mm Blue Aluminium Case,43900,43900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 7 GPS 45 mm,44900,44900,OLED Retina Display,5,Silicone,1
APPLE,Smartwatch,SE GPS + Cellular 44 mm Space Grey Aluminium Case,33900,36900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 40 mm Space Grey Aluminium Case,31400,33900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Space Grey Aluminium Case,48490,52900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 7 GPS + Cellular 41 mm Aluminium,50900,50900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Aluminium",53900,53900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 40 mm Silver Aluminium Case,31400,33900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,Series 6 GPS 40 mm Blue Aluminium Case,37490,40900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 40 mm Silver Aluminium Case,31400,33900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,Series 6 GPS 40 mm Gold Aluminium Case,37490,40900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 44 mm Space Grey Aluminium Case,33900,36900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 40 mm Gold Aluminium Case,31400,33900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Red Aluminium Case,48490,52900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS 40 mm Space Grey Aluminium Case,37490,40900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Silver Stainless Steel Case,77900,77900,OLED Retina Display,4.5,Stainless Steel,1
APPLE,Smartwatch,Nike Series 5 GPS + Cellular 44 mm,52900,52900,OLED Retina Display,4.7,Silicone,1
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Blue Aluminium Case,48490,52900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 40 mm Gold Aluminium Case,67900,73900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,33900,36900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 44 mm Silver Aluminium Case,33900,36900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,Series 6 GPS 44 mm Space Grey Aluminium Case,40190,43900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 44 mm Silver Aluminium Case,33900,36900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,Series 6 GPS 44 mm Silver Aluminium Case,43900,43900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Graphite Stainless Steel Case,67900,73900,OLED Retina Display,4.5,Stainless Steel,1
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,33900,36900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,43900,43900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Space Black Stainless Steel Case,69900,69900,OLED Retina Display,4.2,Stainless Steel,1
APPLE,Smartwatch,42 mm White Ceramic Case with Cloud Sport,"1,14,900","1,14,900",OLED Retina Display,4.7,Nylon,1
APPLE,Smartwatch,Series 7 GPS 41 mm Aluminium Case,41900,41900,OLED Retina Display,5,Aluminium,1
APPLE,Smartwatch,38 mm Space Black Stainless Steel Case,48900,48900,OLED Retina Display,4.6,Stainless Steel,1
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Stainless Steel",77900,77900,OLED Retina Display,4.6,Stainless Steel,1
APPLE,Smartwatch,Sport 42 mm Space Grey Aluminium Case,29900,29900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Stainless Steel",73900,73900,OLED Retina Display,4.6,Stainless Steel,1
APPLE,Smartwatch,8 mm Stainless Steel Case,56900,56900,OLED Retina Display,4.6,Stainless Steel,1
APPLE,Smartwatch,"Series 7 GPS + Cellular, 41 mm Stainless Steel",73900,73900,OLED Retina Display,4.6,Stainless Steel,1
APPLE,Smartwatch,42 mm Black Stainless Steel Case with Link Bracelet,79900,79900,OLED Retina Display,4.6,Stainless Steel,1
APPLE,Smartwatch,42 mm Space Gray Aluminium,29900,29900,OLED Retina Display,4.5,Aluminium,1
APPLE,Smartwatch,Series 1 - 38 mm Silver Aluminium Case,21900,21900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,Series 3 GPS + Cellular- 42 mm Gray Ceramic Case,"1,22,090","1,22,090",OLED Retina Display,4.6,Nylon,1
APPLE,Smartwatch,42 mm Stainless Steel Case,60900,60900,OLED Retina Display,4.5,Stainless Steel,1
APPLE,Smartwatch,Series 1 - 42 mm Gold Aluminium Case,25900,25900,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,2 - 42 mm Silver Aluminium Case,34900,34900,OLED Retina Display,4.7,Aluminium,1
APPLE,Smartwatch,Nike+ GPS - 42 mm Space Gray Aluminium Case,32380,32380,OLED Retina Display,4.6,Aluminium,1
APPLE,Smartwatch,Series 3 GPS + Cellular- 42 mm White Ceramic Case,"1,22,090","1,22,090",OLED Retina Display,4.6,Nylon,1
APPLE,Smartwatch,38 mm Stainless Steel Stainless Steel Case with Modern Buckle,64900,64900,OLED Retina Display,4.3,Stainless Steel,1
APPLE,Smartwatch,8 mm Stainless Steel Case,56900,56900,OLED Retina Display,4.3,Stainless Steel,1
APPLE,Smartwatch,series 2 - 38 mm Stainless Steel Case,64900,64900,OLED Retina Display,4.6,Stainless Steel,1
APPLE,Smartwatch,Nike+ - 38 mm Space Gray Aluminium Case,31600,31600,OLED Retina Display,4.5,Aluminium,1
GARMIN ,Smartwatch,Venu Sq - Music Edition,20990,25990,AMOLED Display,4.3,Silicone,7
GARMIN ,Smartwatch,Venu Sq,15990,20990,AMOLED Display,4.2,Silicone,7
GARMIN ,Smartwatch,Garmin Instinct Tactical,19990,31490,AMOLED Display,4.7,Silicone,7
GARMIN ,Smartwatch,Venu,31990,39990,AMOLED Display,4,Silicone,7
GARMIN ,Smartwatch,Forerunner 45,14990,20990,OLED Display,4.4,Silicone,7
GARMIN ,Smartwatch,Venu 2,41990,41990,AMOLED Display,4.7,Leather,14
GARMIN ,Smartwatch,Vivosmart 4,12150,13490,OLED Display,3.9,Silicone,5
GARMIN ,Smartwatch,Garmin Instinct HR,34990,41490,AMOLED Display,4.1,Silicone,14
GARMIN ,Smartwatch,Approach S62,46990,51990,OLED Display,4.1,Silicone,12
GARMIN ,Smartwatch,Venu 2S,37990,37990,AMOLED Display,4.2,Silicone,14
GARMIN ,Smartwatch,Forerunner 245 Music,30000,36490,LED Display,4.2,Silicone,7
GARMIN ,Smartwatch,Garmin Instinct HR,20990,28490,AMOLED Display,3.7,Silicone,7
GARMIN ,Smartwatch,Instinct,19990,28490,LED Display,4.4,Silicone,7
GARMIN ,Smartwatch,Forerunner 245,24990,31490,LCD Display,4.6,Silicone,7
GARMIN ,Smartwatch,Vivomove Style,26990,31490,AMOLED Display,3.3,Nylon,14
GARMIN ,Smartwatch,Fenix 6 Pro Solar,72990,88490,AMOLED Display,,Nylon,45
GARMIN ,Smartwatch,Fenix 6X,79990,88490,AMOLED Display,,Nylon,45
GARMIN ,Smartwatch,FORERUNNER 745 Magma Red,46990,51990,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Fenix 6,76990,86690,LED Display,,Nylon,30
GARMIN ,Smartwatch,Lily,18990,20990,AMOLED Display,3.3,Silicone,7
GARMIN ,Smartwatch,Approach S12,18990,20990,OLED Display,4,Silicone,12
GARMIN ,Smartwatch,Instinct,19990,28490,AMOLED Display,5,Silicone,7
GARMIN ,Smartwatch,Vivomove 3,19990,25990,OLED Display,,Silicone,7
GARMIN ,Smartwatch,Fenix 6X Solar,"1,05,990","1,19,490",AMOLED Display,,Leather,45
GARMIN ,Smartwatch,Fenix 6,77990,86690,OLED Display,,Nylon,45
GARMIN ,Smartwatch,Fenix 5X,58490,58490,OLED Display,,Silicone,30
GARMIN ,Smartwatch,Vivomove Luxe,39990,52990,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Fenix 6,74990,82990,OLED Display,,Leather,30
GARMIN ,Smartwatch,Vivomove,31990,36790,AMOLED Display,3.3,Silicone,7
GARMIN ,Smartwatch,Fenix 6S,70990,84090,LED Display,,Stainless Steel,30
GARMIN ,Smartwatch,Forerunner 945,56490,62490,OLED Display,4.2,Silicone,14
GARMIN ,Smartwatch,Forerunner 55,20990,20990,AMOLED Display,,Silicone,7
GARMIN ,Smartwatch,VIVOMOVE LUXE,35990,47490,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Lily,23490,25990,AMOLED Display,3.3,Silicone,7
GARMIN ,Smartwatch,Fenix 5X Plus,59990,79990,AMOLED Display,,Silicone,30
GARMIN ,Smartwatch,Swim 2,20990,26990,AMOLED Display,,Silicone,7
GARMIN ,Smartwatch,Vivoactive 3 Element,14990,16990,AMOLED Display,3,Silicone,7
GARMIN ,Smartwatch,Vivomove 3S,19990,25990,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Forerunner 55,20990,20990,OLED Display,,Silicone,14
GARMIN ,Smartwatch,Vivoactive 3 Music,23990,29290,OLED Display,3.6,Silicone,14
GARMIN ,Smartwatch,Vivomove HR,16990,17990,OLED Display,3.6,Silicone,14
GARMIN ,Smartwatch,Fenix 6X,86990,96390,OLED Display,,Leather,45
GARMIN ,Smartwatch,HRM-Swim,8990,8990,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Garmin Instinct Solar Tactical,46990,51990,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Fenix 5S Frost Blue,39990,53190,AMOLED Display,,Silicone,30
GARMIN ,Smartwatch,Forerunner 935,39990,48790,AMOLED Display,4.7,Silicone,14
GARMIN ,Smartwatch,Hybrid 3,19990,25990,LED Display,,Silicone,14
GARMIN ,Smartwatch,Forerunner 245 Music Japan Edition,29990,36490,LED Display,,Silicone,14
GARMIN ,Smartwatch,Fenix 5,47990,52990,AMOLED Display,,Silicone,30
GARMIN ,Smartwatch,Instinct Solar Tidal,34990,41490,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Fenix 5S Plus,49990,53190,AMOLED Display,,Silicone,30
GARMIN ,Smartwatch,Fenix 6 Sapphire Titanium,81990,96690,AMOLED Display,,Leather ,45
GARMIN ,Smartwatch,Fenix 6 Sapphire Gray DLC,74990,82990,AMOLED Display,,Leather,30
GARMIN ,Smartwatch,Vivoactive 3 Music,26990,26990,OLED Display,3.6,Silicone,14
GARMIN ,Smartwatch,Forerunner 935,33742,48990,OLED Display,4.7,Silicone,14
GARMIN ,Smartwatch,Forerunner 745 Whitestone,46990,51990,OLED Display,,Silicone,14
GARMIN ,Smartwatch,VIVOACTIVE 4S,34990,34990,OLED Display,,Silicone,14
GARMIN ,Smartwatch,Forerunner 935,42990,42990,OLED Display,4.7,Silicone,14
GARMIN ,Smartwatch,Forerunner 235,18990,22990,LED Display,4.7,Silicone,14
GARMIN ,Smartwatch,Fenix 6S,77990,86690,AMOLED Display,,Nylon,45
GARMIN ,Smartwatch,Forerunner 235,24990,31197,LED Display,4.7,Silicone,14
GARMIN ,Smartwatch,Venu,32990,39990,LED Display,4,Silicone,14
GARMIN ,Smartwatch,Vivoactive 4,28990,34990,AMOLED Display,4.3,Silicone,14
GARMIN ,Smartwatch,Forerunner 245 Music,33490,34990,AMOLED Display,4.2,Silicone,14
GARMIN ,Smartwatch,Fenix 6 Pro Solar,84490,88490,AMOLED Display,,Nylon,45
GARMIN ,Smartwatch,Garmin Instinct Solar Tactical,42990,47490,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Forerunner 745 Black,46990,51990,AMOLED Display,5,Silicone,14
GARMIN ,Smartwatch,Vivoactive HR,21990,21990,AMOLED Display,3.5,Silicone,14
GARMIN ,Smartwatch,Fenix 5s,54990,54990,AMOLED Display,,Silicone,30
GARMIN ,Smartwatch,vivoactive 4S 40mm,28990,34990,AMOLED Display,5,Silicone,14
GARMIN ,Smartwatch,Instinct,25249,26990,OLED Display,4.4,Silicone,14
GARMIN ,Smartwatch,Instinct Solar Camo Edition,47490,47490,AMOLED Display,4.7,Silicone,14
GARMIN ,Smartwatch,Vivomove 3S,19990,25990,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Lily,18990,20990,LED Display,3.3,Silicone,14
GARMIN ,Smartwatch,Vivoactive 3 Element Cerise,14990,16990,LED Display,,Silicone,14
GARMIN ,Smartwatch,Forerunner 235,21999,27790,LED Display,4.7,Silicone,14
GARMIN ,Smartwatch,VIVOMOVE 3S Navy,19990,25990,LED Display,,Silicone,14
GARMIN ,Smartwatch,Fenix 5s,34990,49990,AMOLED Display,,Silicone,30
GARMIN ,Smartwatch,Vivoactive 4,28990,34990,LED Display,4.3,Silicone,14
GARMIN ,Smartwatch,Vivoactive 3 Music,19144,26990,LED Display,3.6,Silicone,14
GARMIN ,Smartwatch,Forerunner15 Heart,12999,14499,AMOLED Display,4.7,Silicone,14
GARMIN ,Smartwatch,Running GPS 935,42990,42990,AMOLED Display,,Leather,14
GARMIN ,Smartwatch,Forerunner,44990,44990,AMOLED Display,,Leather,14
GARMIN ,Smartwatch,Approach S20,15990,19990,OLED Display,4.1,Silicone,12
GARMIN ,Smartwatch,Forerunner 235 Activity Tracker,22990,22990,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Vivoactive 3 element,22990,29990,AMOLED Display,3.6,Silicone,14
GARMIN ,Smartwatch,Fenix,54990,54990,AMOLED Display,,Leather,30
GARMIN ,Smartwatch,Forerunner 35,16990,16990,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Forerunner,16990,16990,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Forerunner,29990,29990,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Vivoactive 3 element,13578,24990,LED Display,3.6,Silicone,14
GARMIN ,Smartwatch,Rubber 35,16990,16990,LED Display,2,Silicone,14
GARMIN ,Smartwatch,FORRUNNER 235,22990,22990,LED Display,,Silicone,14
GARMIN ,Smartwatch,Forerunner,27990,27990,LED Display,,Silicone,14
GARMIN ,Smartwatch,Forerunner Fitness Notifier,15990,16743,LED Display,,Silicone,14
GARMIN ,Smartwatch,Vivomove HR,12990,19990,LED Display,3.7,Silicone,14
GARMIN ,Smartwatch,Vivoactive 3 element,16990,16990,AMOLED Display,3.6,Silicone,14
GARMIN ,Smartwatch,Vivoactive,27990,27990,AMOLED Display,4.8,Silicone,14
GARMIN ,Smartwatch,Forerunner 735XT,39990,39990,LED Display,,Silicone,14
GARMIN ,Smartwatch,HR GPS Smart,15999,20000,AMOLED Display,,Silicone,14
GARMIN ,Smartwatch,Hybrid,15911,21335,LED Display,,Silicone,7
OnePlus ,Smartwatch,Watch,14999,16999,AMOLED Display,4.4,Elastomer,14
Huawei,Smartwatch,GT2 46mm,14990,20990,AMOLED Display,4.5,Elastomer,14
Huawei,Smartwatch,GT2 Pro,22990,29990,AMOLED Display,4.4,Elastomer,14
Huawei,Smartwatch,GT2 Pro,24990,34990,AMOLED Display,3.5,Elastomer,14
Huawei,Smartwatch,GT2 eSport,11990,19990,AMOLED Display,4.3,Elastomer,14
Huawei,Smartwatch,GT2 eSport,8990,19990,AMOLED Display,4.3,Elastomer,14
Huawei,Smartwatch,GT2 eActive,11990,19990,AMOLED Display,4.3,Thermoplastic polyurethane,14
Huawei,Smartwatch,GT2 42mm,14990,19990,AMOLED Display,4.3,Elastomer,14
Huawei,Smartwatch,Stainless Steel,19990,19990,AMOLED Display,4.5,Leather,14
Huawei,Smartwatch,GT Active,8990,20990,AMOLED Display,4.4,Silicone,14
Huawei,Smartwatch,GT Active,15990,20990,AMOLED Display,4.4,Silicone,14
